KO	ph4.txt	ph45.txt	ph5.txt	ph55.txt	ph6.txt	ph65.txt	ph7.txt
K19335	1	1	3	3	1	0	0	K19335
K19336	0	1	4	2	1	3	0	K19336
K19337	24	22	60	40	73	41	36	K19337
K19338	8	11	54	63	87	30	17	K19338
K19339	3	3	46	98	199	152	85	K19339
K19340	0	0	5	9	8	4	3	K19340
K19341	2	8	52	83	187	130	99	K19341
K19342	3	9	50	74	146	107	86	K19342
K19344	0	0	3	11	37	23	13	K19344
K19345	0	0	4	7	23	14	11	K19345
K19350	0	0	0	0	0	1	0	K19350
K19353	3	4	8	5	7	2	4	K19353
K19355	42	43	181	203	398	277	169	K19355
K19356	3	4	13	0	0	0	0	K19356
K19360	3	4	24	13	7	9	6	K19360
K19363	2	2	3	2	7	5	2	K19363
K19366	1	1	2	0	0	0	0	K19366
K19367	0	0	1	2	6	6	5	K19367
K19373	26	30	84	67	85	46	32	K19373
K19405	20	32	111	166	318	231	147	K19405
K19411	44	61	220	316	667	512	363	K19411
K19416	1	6	37	68	152	108	84	K19416
K19420	1	0	1	0	2	2	0	K19420
K19423	3	2	2	4	1	0	0	K19423
K19428	0	0	0	1	1	0	0	K19428
K19429	2	2	2	1	1	0	0	K19429
K19430	2	3	5	4	2	1	0	K19430
K19465	0	0	0	0	1	2	1	K19465
K19476	1	0	0	0	1	0	0	K19476
K19487	0	0	1	0	0	0	0	K19487
K19504	1	0	0	0	0	0	0	K19504
K19506	0	0	0	0	2	1	0	K19506
K19507	0	0	0	0	2	1	0	K19507
K19508	0	0	0	0	3	1	0	K19508
K19509	0	0	0	0	4	0	0	K19509
K19510	3	3	4	2	5	1	0	K19510
K19517	0	0	1	2	0	0	0	K19517
K19530	0	1	0	0	0	0	0	"junctophilin"
K19540	49	69	174	157	184	100	49	K19540
K19545	13	21	48	48	73	48	27	K19545
K19551	0	0	1	0	1	3	4	K19551
K19564	10	3	13	4	3	3	0	K19564
K19569	139	147	386	390	552	317	226	K19569
K19572	0	0	3	5	9	14	12	K19572
K19575	0	0	1	0	0	0	1	K19575
K19577	3	7	25	17	35	7	1	K19577
K19580	2	2	0	0	0	0	0	"1,3,6,8-tetrahydroxynaphthalene synthase [EC:2.3.1.233]"
K19585	0	0	0	0	2	0	0	K19585
K19586	1	7	21	32	49	25	15	K19586
K19587	0	0	6	5	11	8	4	K19587
K19588	0	0	0	0	1	1	2	K19588
K19589	0	0	0	0	1	0	0	K19589
K19591	46	62	114	118	208	146	88	K19591
K19595	0	0	1	0	0	0	0	K19595
K19609	0	0	0	0	1	1	0	K19609
K19610	0	0	0	0	1	0	0	K19610
K19611	0	2	4	5	5	1	2	K19611
K19613	0	0	1	2	1	0	0	K19613
K19619	0	0	1	0	9	1	2	K19619
K19620	17	23	109	138	215	125	74	K19620
K19621	1	1	5	2	2	1	2	K19621
K19622	1	0	4	5	4	2	2	K19622
K19623	3	3	14	17	23	14	13	K19623
K19624	0	0	1	0	0	0	0	K19624
K19640	0	1	7	7	15	11	3	K19640
K19641	1	0	2	2	8	5	5	K19641
K19661	0	0	2	1	3	0	0	K19661
K19666	0	0	6	3	2	1	0	K19666
K19668	16	17	35	35	75	43	36	K19668
K19669	0	0	2	2	2	0	0	K19669
K19670	55	64	178	247	458	359	242	K19670
K19686	298	247	551	484	447	269	158	K19686
K19687	199	205	433	399	363	251	153	K19687
K19689	295	364	1036	1077	1525	976	585	K19689
K19691	11	10	41	36	17	7	1	K19691
K19693	2	6	16	16	26	11	11	K19693
K19694	0	0	0	0	2	1	0	K19694
K19696	4	8	23	35	83	48	39	K19696
K19700	0	0	0	0	0	0	1	K19700
K19701	13	24	117	128	221	138	110	K19701
K19702	1	1	1	1	32	33	29	K19702
K19707	111	118	281	272	279	179	116	K19707
K19710	250	285	726	798	1143	808	509	K19710
K19712	1	4	4	4	14	11	5	K19712
K19713	40	58	136	171	309	200	117	K19713
K19714	0	2	4	13	15	13	12	K19714
K19715	1	2	3	6	17	10	5	K19715
K19717	1	0	0	0	0	0	0	K19717
K19720	0	0	0	1	0	0	0	K19720
K19730	0	1	0	0	0	0	0	"autophagy-related protein 101"
K19731	0	3	38	41	18	9	1	K19731
K19732	9	10	20	17	9	5	1	K19732
K19733	0	0	0	2	0	0	0	K19733
K19736	6	9	26	19	13	6	5	K19736
K19742	4	6	21	26	29	16	14	K19742
K19743	0	1	7	8	3	3	1	K19743
K19744	2	2	0	1	2	0	0	K19744
K19745	101	126	298	335	608	421	278	K19745
K19746	36	40	160	231	295	172	91	K19746
K19760	0	4	7	7	6	4	4	K19760
K19761	4	6	21	30	80	62	38	K19761
K19765	0	0	1	0	0	0	0	K19765
K19775	0	0	2	4	3	1	0	K19775
K19776	20	20	72	80	125	78	46	K19776
K19777	2	0	6	12	33	30	12	K19777
K19778	12	17	49	61	91	77	47	K19778
K19784	277	324	1029	1324	2404	1628	1025	K19784
K19785	0	0	1	0	0	0	0	K19785
K19787	1	0	1	0	0	0	0	K19787
K19789	4	4	17	6	13	6	1	K19789
K19793	0	0	0	5	16	16	11	K19793
K19794	2	1	4	2	6	4	2	K19794
K19795	0	0	1	0	0	0	0	K19795
K19801	0	0	1	0	0	0	0	K19801
K19802	95	121	343	360	497	271	178	K19802
K19804	42	62	164	248	776	689	513	K19804
K19810	14	16	23	22	30	20	11	K19810
K19813	3	5	7	4	5	6	6	K19813
K19819	0	0	0	0	0	0	1	K19819
K19823	1	1	8	4	3	1	0	K19823
K19837	0	0	11	23	10	9	5	K19837
K19841	0	0	1	0	0	0	0	K19841
K19842	0	1	1	0	0	0	0	K19842
K19845	1	0	0	0	0	0	0	K19845
K19856	0	1	0	0	0	0	0	"3-O-methyltransferase [EC:2.1.1.-]"
K19870	0	1	0	3	2	1	0	K19870
K19873	0	1	0	0	1	0	0	K19873
K19882	0	0	8	6	20	12	16	K19882
K19940	2	0	2	0	0	0	0	K19940
K19942	0	0	1	0	0	0	0	K19942
K19952	0	0	1	0	1	0	0	K19952
K19954	8	12	21	24	24	10	6	K19954
K19955	0	0	1	0	0	0	0	K19955
K19956	0	2	11	5	11	4	3	K19956
K19966	0	6	12	16	11	8	4	K19966
K19967	6	8	25	25	42	25	12	K19967
K19969	0	0	1	2	3	1	0	K19969
K19974	0	0	1	1	0	2	1	K19974
K19978	1	2	8	8	31	12	4	K19978
K19981	0	0	1	1	0	1	0	K19981
K19982	0	0	1	2	1	0	0	K19982
K19983	1	0	0	0	0	0	0	K19983
K19984	0	1	1	0	0	0	0	K19984
K19985	0	0	0	0	1	0	0	K19985
K19986	0	0	1	0	0	0	0	K19986
K19996	0	0	1	1	0	0	0	K19996
K19997	10	14	31	43	33	13	9	K19997
K20022	0	0	1	0	0	0	0	K20022
K20023	4	2	5	5	20	22	17	K20023
K20024	0	0	0	0	0	1	0	K20024
K20034	27	47	129	157	160	81	47	K20034
K20035	44	59	170	190	218	133	74	K20035
K20036	8	13	41	49	71	48	19	K20036
K20039	0	0	2	1	0	0	0	K20039
K20059	0	0	1	0	0	0	0	K20059
K20062	1	0	1	0	0	0	0	K20062
K20063	1	1	1	0	0	0	0	K20063
K20074	668	789	2184	2492	4908	3520	2403	K20074
K20095	0	0	0	1	1	0	0	K20095
K20109	0	0	1	1	0	2	0	K20109
K20110	7	5	9	11	33	32	10	K20110
K20115	0	0	1	0	2	0	0	K20115
K20131	0	0	1	0	0	0	0	K20131
K20146	0	0	0	0	2	2	1	K20146
K20148	0	0	0	2	2	1	1	K20148
K20151	5	4	28	28	42	21	11	K20151
K20155	1	2	13	10	6	4	1	K20155
K20156	0	0	1	0	0	0	0	K20156
K20158	2	2	5	1	4	2	1	K20158
K20178	0	1	0	0	0	0	0	"vacuolar protein sorting-associated protein 8"
K20180	0	2	2	1	0	0	0	K20180
K20181	0	0	2	0	1	0	0	K20181
K20184	0	0	1	0	0	0	0	K20184
K20193	0	0	0	0	0	0	1	K20193
K20195	0	0	2	0	1	0	0	K20195
K20200	0	0	3	7	7	4	2	K20200
K20201	14	15	83	119	224	145	104	K20201
K20215	1	2	2	0	4	4	2	K20215
K20218	2	3	5	6	12	5	2	K20218
K20237	1	1	0	0	0	0	0	"protein NUD1"
K20238	0	0	0	3	4	0	0	K20238
K20241	1	0	0	0	0	0	0	K20241
K20246	0	1	3	4	16	16	9	K20246
K20247	0	0	0	1	1	1	0	K20247
K20248	0	0	0	0	0	1	0	K20248
K20249	0	1	1	2	0	1	0	K20249
K20257	0	0	0	0	2	0	0	K20257
K20258	0	0	0	0	2	0	0	K20258
K20260	1	0	1	1	1	2	0	K20260
K20261	1	0	1	0	0	0	0	K20261
K20262	1	0	1	1	0	1	0	K20262
K20264	0	0	0	0	0	1	1	K20264
K20265	75	112	420	426	475	222	133	K20265
K20266	188	146	358	275	245	115	41	K20266
K20267	7	7	10	6	3	2	0	K20267
K20268	6	4	4	7	11	4	2	K20268
K20273	0	0	2	7	36	23	9	K20273
K20274	0	2	15	29	122	84	55	K20274
K20275	0	1	6	2	4	2	1	K20275
K20276	24	34	108	106	163	86	66	K20276
K20288	0	0	1	0	0	0	0	K20288
K20289	1	0	2	0	0	0	0	K20289
K20295	0	0	2	0	0	0	0	K20295
K20299	2	1	1	0	0	0	0	K20299
K20300	0	1	1	0	0	0	0	K20300
K20302	0	1	1	0	0	0	0	K20302
K20303	0	0	1	0	0	0	0	K20303
K20305	0	0	1	0	0	0	0	K20305
K20306	6	4	14	3	1	1	1	K20306
K20307	0	0	1	0	0	0	0	K20307
K20309	0	0	1	0	1	0	0	K20309
K20310	1	0	1	0	0	0	0	K20310
K20316	1	1	1	0	1	0	0	K20316
K20318	1	0	1	0	0	0	0	K20318
K20326	8	8	44	36	43	22	19	K20326
K20327	60	66	179	152	117	69	32	K20327
K20329	1	8	28	31	41	27	13	K20329
K20331	13	15	43	34	74	57	48	K20331
K20332	1	0	0	1	0	0	0	K20332
K20333	39	31	42	35	41	18	21	K20333
K20334	1	1	3	3	5	7	2	K20334
K20344	2	1	0	1	4	3	2	K20344
K20345	0	2	1	0	1	0	1	K20345
K20353	0	0	1	0	0	0	0	K20353
K20359	0	1	1	0	0	0	0	K20359
K20361	1	0	1	0	0	0	0	K20361
K20362	0	0	1	1	0	0	0	K20362
K20363	0	0	1	0	1	0	0	K20363
K20368	1	1	3	1	3	0	1	K20368
K20369	0	0	1	0	0	0	0	K20369
K20370	1	1	20	17	11	5	2	K20370
K20372	0	1	0	0	0	0	0	"TBC1 domain family member 20"
K20405	1	0	0	0	0	0	0	K20405
K20406	0	1	0	0	0	0	0	"nitrogen permease regulator 3"
K20407	0	0	1	0	0	0	0	K20407
K20409	1	0	1	0	0	0	0	K20409
K20410	0	0	2	1	0	0	0	K20410
K20420	3	0	4	2	2	0	0	K20420
K20421	7	13	28	32	31	15	5	K20421
K20424	0	0	1	0	0	0	0	K20424
K20427	0	1	0	0	0	0	0	"valienol-1-phosphate guanylyltransferase [EC:2.7.7.91]"
K20428	0	0	0	3	9	12	4	K20428
K20430	0	0	0	1	0	0	0	K20430
K20435	1	0	0	0	0	0	0	K20435
K20444	0	0	0	0	1	0	0	K20444
K20447	0	0	0	0	1	1	0	K20447
K20449	2	8	29	42	29	20	4	K20449
K20451	0	0	2	0	0	0	0	K20451
K20454	12	15	33	29	39	24	21	K20454
K20455	1	1	3	1	4	2	1	K20455
K20457	1	0	1	0	0	0	0	K20457
K20459	4	3	17	7	20	16	15	K20459
K20460	0	0	1	0	0	0	0	K20460
K20461	5	9	22	11	29	21	17	K20461
K20466	0	0	0	0	2	0	0	K20466
K20467	8	2	8	46	100	46	36	K20467
K20468	77	79	121	61	65	21	17	K20468
K20469	79	106	201	161	209	95	50	K20469
K20470	3	5	10	5	6	3	1	K20470
K20471	0	1	1	1	0	0	1	K20471
K20472	1	0	0	0	0	1	0	K20472
K20477	0	1	0	0	0	0	0	"RAB6A-GEF complex partner protein 2"
K20483	71	65	192	199	575	341	201	K20483
K20484	32	23	57	65	134	87	44	K20484
K20485	1	0	1	1	0	0	0	K20485
K20486	2	3	18	31	84	49	36	K20486
K20487	2	1	0	0	0	0	0	"two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK [EC:2.7.13.3]"
K20488	2	1	0	0	0	0	0	"two-component system, OmpR family, lantibiotic biosynthesis response regulator NisR/SpaR"
K20491	0	0	0	1	0	0	0	K20491
K20497	23	17	33	19	22	10	6	K20497
K20498	0	0	2	6	9	3	1	K20498
K20500	1	0	0	0	1	0	1	K20500
K20509	0	5	12	25	75	71	53	K20509
K20521	1	1	3	0	0	0	0	K20521
K20523	457	513	1588	1872	2461	1622	1010	K20523
K20524	1	0	1	0	0	0	0	K20524
K20525	12	16	82	108	173	81	58	K20525
K20526	0	0	1	0	0	0	0	K20526
K20527	57	68	148	108	72	16	13	K20527
K20528	186	182	384	311	227	126	57	K20528
K20529	201	180	407	318	288	141	66	K20529
K20530	48	46	135	106	64	22	6	K20530
K20531	178	165	418	318	274	129	47	K20531
K20532	103	96	252	200	150	52	13	K20532
K20533	85	84	201	160	91	39	9	K20533
K20534	164	209	658	691	868	479	313	K20534
K20539	4	2	14	16	32	16	4	K20539
K20541	50	58	106	102	141	87	59	K20541
K20542	27	28	79	64	112	57	39	K20542
K20543	3	2	6	5	4	0	0	K20543
K20547	0	2	3	2	0	1	0	K20547
K20608	20	29	57	40	35	21	17	K20608
K20609	0	1	3	1	3	7	4	K20609
K20628	21	26	63	52	58	29	19	K20628
K20656	1	2	6	11	61	65	50	K20656
K20719	1	1	2	2	0	1	0	K20719
K20724	1	0	0	1	0	0	0	K20724
K20726	1	0	0	0	0	0	0	K20726
K20742	27	42	147	140	167	66	42	K20742
K20754	0	0	1	4	17	9	15	K20754
K20760	12	11	14	15	15	8	6	K20760
K20761	5	6	7	10	14	10	8	K20761
K20762	3	7	10	10	5	2	2	K20762
K20783	0	0	1	0	0	0	0	K20783
K20792	2	2	1	0	0	0	0	K20792
K20793	1	0	0	0	0	0	0	K20793
K20794	1	0	1	0	0	1	0	K20794
K20798	122	102	271	238	312	193	99	K20798
K20803	1	0	1	0	0	0	0	K20803
K20807	68	88	279	331	520	366	239	K20807
K20810	18	35	105	141	287	184	144	K20810
K20813	0	0	1	1	0	1	5	K20813
K20814	28	27	73	52	86	50	27	K20814
K20816	1	1	0	0	4	1	1	K20816
K20823	2	0	1	0	0	0	0	K20823
K20826	0	0	1	0	0	0	0	K20826
K20827	1	0	0	0	0	0	0	K20827
K20830	0	0	2	0	0	0	0	K20830
K20832	0	1	0	0	5	1	2	K20832
K20844	140	159	333	305	339	158	70	K20844
K20847	0	0	1	1	0	0	0	K20847
K20859	0	0	1	0	0	0	0	K20859
K20860	0	0	1	0	3	3	3	K20860
K20862	19	13	36	35	60	46	23	K20862
K20866	38	54	164	173	206	137	91	K20866
K20881	5	10	32	36	77	65	60	K20881
K20885	50	59	221	223	216	119	89	K20885
K20896	2	3	7	9	16	12	5	K20896
K20900	0	0	0	1	1	1	0	K20900
K20902	1	1	3	0	0	0	0	K20902
K20906	0	0	0	0	1	0	0	K20906
K20907	0	1	7	7	7	4	1	K20907
K20920	15	37	142	168	230	131	71	K20920
K20922	7	1	7	9	21	4	3	K20922
K20927	2	0	2	0	0	0	0	K20927
K20938	28	30	73	56	48	19	8	K20938
K20940	30	50	156	177	221	143	74	K20940
K20941	6	11	31	38	39	20	10	K20941
K20942	3	8	18	22	6	8	1	K20942
K20943	0	0	1	1	0	0	0	K20943
K20950	3	7	43	71	200	131	105	K20950
K20956	0	0	1	0	1	0	0	K20956
K20965	0	0	0	1	2	2	2	K20965
K20968	2	0	18	31	130	86	67	K20968
K20971	3	3	8	5	17	11	11	K20971
K20974	75	108	417	378	395	187	84	K20974
K20975	28	54	191	221	282	164	85	K20975
K20976	71	113	340	417	880	630	405	K20976
K20977	0	0	1	1	4	3	1	K20977
K20978	6	5	11	8	22	15	12	K20978
K20987	7	7	18	18	25	19	9	K20987
K20988	5	7	22	18	29	10	6	K20988
K20989	1	1	7	2	2	2	4	K20989
K20997	9	16	51	53	39	14	3	K20997
K20998	0	0	1	0	2	0	0	K20998
K20999	163	185	545	520	636	415	258	K20999
K21000	184	194	702	615	570	247	107	K21000
K21001	457	547	1581	1782	2680	1704	1141	K21001
K21003	0	0	1	0	0	0	1	K21003
K21005	0	0	2	1	8	5	2	K21005
K21006	8	16	65	70	96	74	49	K21006
K21007	1	1	6	5	4	2	0	K21007
K21008	5	4	16	27	67	37	31	K21008
K21009	2	2	18	18	45	26	26	K21009
K21010	1	1	20	15	26	22	14	K21010
K21011	6	9	39	31	42	32	14	K21011
K21012	2	3	20	18	23	20	7	K21012
K21014	51	48	191	209	262	180	96	K21014
K21019	6	6	26	35	59	35	14	K21019
K21020	0	0	1	0	0	0	0	K21020
K21021	2	2	6	11	17	6	3	K21021
K21022	1	1	6	10	24	15	12	K21022
K21023	1109	1278	3827	3973	5369	3308	1972	K21023
K21024	0	0	1	2	5	3	2	K21024
K21025	11	10	18	16	27	14	7	K21025
K21028	0	0	6	11	27	27	17	K21028
K21029	136	156	407	418	604	359	247	K21029
K21033	0	0	3	5	4	1	1	K21033
K21034	0	2	5	2	3	2	1	K21034
K21053	30	29	80	77	103	58	43	K21053
K21054	3	1	6	3	1	1	0	K21054
K21060	7	10	20	24	30	17	11	K21060
K21061	41	48	130	118	116	52	30	K21061
K21062	58	76	241	219	249	133	89	K21062
K21064	67	69	152	118	108	49	35	K21064
K21065	15	25	88	85	90	46	20	K21065
K21071	95	115	330	325	534	355	237	K21071
K21084	69	66	203	199	306	171	104	K21084
K21085	3	2	1	2	8	8	2	K21085
K21087	8	7	37	43	92	75	52	K21087
K21088	4	4	4	6	10	8	3	K21088
K21090	3	3	14	16	12	10	0	K21090
K21118	0	0	0	0	1	0	0	K21118
K21119	6	3	4	2	2	1	1	K21119
K21124	9	10	20	19	13	2	1	K21124
K21132	0	0	1	2	1	0	0	K21132
K21134	2	3	5	8	7	1	0	K21134
K21135	1	0	8	7	17	4	1	K21135
K21136	6	5	12	16	22	8	2	K21136
K21137	4	3	8	8	10	12	4	K21137
K21138	1	0	0	3	4	4	2	K21138
K21140	120	119	243	223	385	282	197	K21140
K21142	72	104	270	258	312	167	97	K21142
K21147	116	131	323	339	510	317	212	K21147
K21148	45	44	71	57	64	39	16	K21148
K21159	75	77	212	237	414	271	155	K21159
K21160	3	3	5	3	0	0	0	K21160
K21161	6	5	6	4	15	11	6	K21161
K21162	1107	1565	4799	5375	8131	5509	3592	K21162
K21163	32	48	118	113	258	176	136	K21163
K21164	30	63	181	162	229	141	96	K21164
K21165	4	3	11	9	3	0	0	K21165
K21166	3	1	2	0	0	0	0	K21166
K21167	9	6	9	5	5	2	0	K21167
K21183	1	0	0	0	0	1	0	K21183
K21184	1	0	0	0	0	0	0	K21184
K21185	19	27	75	66	66	27	16	K21185
K21186	8	6	11	1	0	0	0	K21186
K21188	1	1	0	1	0	0	0	K21188
K21195	14	15	40	45	74	53	32	K21195
K21196	1	1	2	5	6	3	5	K21196
K21197	1	1	1	0	0	0	0	K21197
K21199	1	0	0	0	2	0	0	K21199
K21200	3	2	3	1	8	3	3	K21200
K21210	22	26	108	90	123	79	44	K21210
K21214	0	2	5	2	3	0	0	K21214
K21218	0	0	0	0	4	0	1	K21218
K21219	1	3	3	2	9	8	3	K21219
K21224	1	2	1	0	0	1	0	K21224
K21231	0	0	0	0	1	1	0	K21231
K21232	7	9	14	14	30	27	18	K21232
K21237	1	0	0	0	0	0	0	K21237
K21246	0	0	0	0	0	1	0	K21246
K21252	3	2	2	7	16	10	2	K21252
K21267	1	2	3	0	2	0	0	K21267
K21273	3	3	4	2	4	1	0	K21273
K21281	1	0	1	0	0	0	0	K21281
K21284	4	4	7	3	2	0	0	K21284
K21286	0	0	0	0	10	2	2	K21286
K21297	5	5	8	1	2	0	1	K21297
K21298	4	3	10	9	15	12	8	K21298
K21302	215	267	859	675	509	152	67	K21302
K21303	1	2	23	39	50	25	11	K21303
K21306	0	1	4	0	4	11	7	K21306
K21307	35	31	66	86	137	86	53	K21307
K21308	28	23	53	57	87	67	40	K21308
K21309	54	47	92	104	221	159	91	K21309
K21310	100	147	521	853	1942	1590	1088	K21310
K21328	0	0	1	0	1	1	1	K21328
K21332	1	1	0	0	0	0	0	"dTDP-alpha-D-glucuronic acid decarboxylase [EC:1.1.1.-]"
K21344	7	5	17	22	61	31	25	K21344
K21345	22	32	91	102	209	145	100	K21345
K21349	49	67	196	216	327	285	183	K21349
K21377	1	1	3	4	5	2	1	K21377
K21378	0	1	0	1	0	0	0	K21378
K21379	0	0	0	1	0	0	0	K21379
K21393	1	1	6	14	26	18	9	K21393
K21394	52	102	376	545	1113	818	520	K21394
K21395	271	477	1513	2097	3953	3056	2031	K21395
K21397	60	67	146	104	120	57	51	K21397
K21399	0	0	1	1	4	4	4	K21399
K21401	56	55	114	113	151	83	59	K21401
K21402	5	5	11	8	13	6	6	K21402
K21405	7	13	28	38	58	20	9	K21405
K21407	0	2	4	5	44	34	31	K21407
K21416	85	87	234	207	247	166	107	K21416
K21417	41	68	182	153	206	116	78	K21417
K21420	75	118	372	464	783	610	388	K21420
K21430	40	93	428	674	1910	1666	1282	K21430
K21449	58	45	282	401	634	343	149	K21449
K21456	0	0	1	0	0	0	0	K21456
K21457	1	1	2	0	0	0	0	K21457
K21460	0	0	1	0	0	0	0	K21460
K21463	0	0	1	0	0	0	0	K21463
K21464	0	0	0	4	13	3	6	K21464
K21467	0	0	1	0	0	0	0	K21467
K21469	9	19	30	46	96	63	46	K21469
K21470	265	368	1508	2372	4553	3715	2367	K21470
K21471	190	203	454	399	407	202	107	K21471
K21472	60	122	443	677	1642	1225	903	K21472
K21473	0	1	1	2	2	0	0	K21473
K21474	0	0	0	1	1	1	1	K21474
K21478	1	1	1	2	2	1	2	K21478
K21479	1	1	0	0	0	0	0	"cobalt-factor III methyltransferase [EC:2.1.1.272]"
K21480	1	1	1	0	2	1	0	K21480
K21481	49	41	68	66	89	67	36	K21481
K21488	9	8	30	31	62	29	26	K21488
K21490	3	1	6	3	8	2	2	K21490
K21492	0	0	0	1	3	2	2	K21492
K21493	0	2	3	1	0	0	0	K21493
K21494	1	0	0	1	0	0	0	K21494
K21495	518	474	1080	965	1119	825	586	K21495
K21498	709	670	1471	1273	1574	1088	729	K21498
K21502	0	0	0	1	0	0	0	K21502
K21514	12	13	20	9	17	20	17	K21514
K21515	0	1	3	2	10	11	7	K21515
K21543	0	0	3	0	0	0	0	K21543
K21544	1	0	0	0	0	0	0	K21544
K21545	0	1	0	0	0	0	0	"C2H2 transcription facotor"
K21547	0	0	1	0	0	0	0	K21547
K21551	1	1	0	0	0	0	0	"tryptophan 2-C-methyltransferase [EC:2.1.1.106]"
K21552	8	7	33	56	99	57	38	K21552
K21556	0	0	3	1	2	3	3	K21556
K21561	0	0	0	0	1	1	2	K21561
K21562	0	0	1	0	0	0	0	K21562
K21563	43	61	196	194	214	114	69	K21563
K21564	22	26	75	93	186	137	94	K21564
K21567	5	10	58	57	107	48	37	K21567
K21571	10	12	32	41	76	30	28	K21571
K21572	378	413	1227	2114	5371	2972	2354	K21572
K21573	54	96	113	150	361	144	113	K21573
K21574	0	0	1	4	10	10	9	K21574
K21575	19	26	73	66	148	103	77	K21575
K21577	1	1	8	6	14	6	6	K21577
K21585	0	0	0	0	1	0	0	K21585
K21600	280	287	658	724	1113	779	541	K21600
K21601	0	0	0	0	3	0	0	K21601
K21602	0	0	2	0	6	2	0	K21602
K21603	0	2	9	10	11	7	2	K21603
K21607	2	3	11	16	13	5	4	K21607
K21609	3	2	0	0	1	0	0	K21609
K21615	18	20	76	83	101	67	32	K21615
K21616	0	0	0	0	1	0	0	K21616
K21617	0	0	0	1	1	1	0	K21617
K21619	78	91	215	199	268	152	89	K21619
K21620	2	2	6	7	8	6	3	K21620
K21621	4	3	3	1	2	4	2	K21621
K21622	1	0	0	0	2	0	0	K21622
K21624	15	12	42	48	64	42	27	K21624
K21631	1	0	2	0	0	0	0	K21631
K21636	2	3	14	25	103	65	37	K21636
K21642	1	0	0	0	0	0	0	K21642
K21645	6	10	53	65	126	88	55	K21645
K21672	0	0	0	0	1	1	0	K21672
K21676	0	0	1	1	1	0	0	K21676
K21677	82	125	337	284	297	154	107	K21677
K21678	23	33	95	99	83	42	19	K21678
K21679	111	150	422	421	526	320	198	K21679
K21681	3	3	9	9	17	7	4	K21681
K21684	0	0	0	0	1	0	0	K21684
K21685	6	8	8	17	23	9	6	K21685
K21686	25	25	78	74	100	54	30	K21686
K21687	14	10	29	24	28	8	4	K21687
K21688	25	36	99	119	165	87	43	K21688
K21689	1	0	2	2	7	2	1	K21689
K21691	4	3	3	4	5	3	0	K21691
K21695	21	23	95	89	113	51	15	K21695
K21696	0	0	2	1	5	2	1	K21696
K21698	0	0	5	8	18	10	12	K21698
K21699	1	2	19	24	45	38	13	K21699
K21700	146	241	982	1280	2125	1706	1090	K21700
K21703	58	71	221	196	253	147	115	K21703
K21713	0	0	1	0	0	0	0	K21713
K21721	0	0	2	5	2	1	0	K21721
K21725	10	15	44	55	49	37	21	K21725
K21726	0	0	1	0	0	0	0	K21726
K21727	0	0	4	2	5	1	1	K21727
K21728	1	2	13	14	16	8	2	K21728
K21739	20	35	99	64	43	21	11	K21739
K21741	26	44	169	199	279	166	92	K21741
K21744	97	105	343	367	533	328	188	K21744
K21745	19	29	79	64	130	72	48	K21745
K21747	17	23	122	179	329	191	110	K21747
K21749	1	2	2	5	3	5	3	K21749
K21751	0	0	1	0	0	0	0	K21751
K21752	0	1	0	0	0	0	0	"Dr1-associated corepressor"
K21755	2	5	12	12	19	7	7	K21755
K21757	28	29	153	157	194	101	66	K21757
K21758	0	0	0	0	0	1	0	K21758
K21759	1	1	7	8	12	10	2	K21759
K21767	1	0	0	0	0	0	0	K21767
K21780	3	2	2	0	1	0	0	K21780
K21781	0	1	2	0	2	2	1	K21781
K21782	0	0	0	0	2	1	0	K21782
K21786	1	1	6	8	5	1	1	K21786
K21801	3	4	16	22	39	25	18	K21801
K21802	2	1	2	4	4	6	4	K21802
K21813	1	0	0	0	0	0	0	K21813
K21814	17	24	81	66	67	35	17	K21814
K21815	0	0	0	0	1	1	0	K21815
K21817	1	1	22	19	9	1	0	K21817
K21822	1	1	2	0	3	1	0	K21822
K21825	0	0	1	2	1	1	1	K21825
K21826	2	2	16	21	47	26	11	K21826
K21829	2	4	8	4	12	4	2	K21829
K21830	1	0	1	1	12	4	2	K21830
K21831	0	0	0	1	2	1	0	K21831
K21832	4	2	2	5	7	1	0	K21832
K21833	1	0	2	3	0	0	0	K21833
K21834	47	65	177	172	223	124	78	K21834
K21842	2	3	3	0	0	0	0	K21842
K21848	0	0	1	0	0	0	0	K21848
K21850	0	0	2	0	0	0	0	K21850
K21870	0	0	0	0	1	0	0	K21870
K21883	58	70	202	233	305	199	110	K21883
K21884	1	0	0	1	0	0	0	K21884
K21885	71	67	101	68	83	49	24	K21885
K21886	28	23	45	27	25	6	1	K21886
K21887	4	2	1	0	0	0	0	K21887
K21891	0	1	0	0	0	0	0	"calcium load-activated calcium channel"
K21898	1	0	2	10	27	21	10	K21898
K21900	22	30	94	79	110	68	57	K21900
K21902	52	61	94	62	70	31	20	K21902
K21903	47	38	90	87	232	240	162	K21903
K21904	1	0	6	5	17	10	7	K21904
K21908	177	204	779	910	1509	983	518	K21908
K21909	0	0	2	1	6	2	2	K21909
K21910	2	1	0	2	7	3	1	K21910
K21911	0	1	3	6	5	5	2	K21911
K21919	1	0	0	0	2	0	0	K21919
K21929	1731	1619	4392	5116	8264	5734	3751	K21929
K21935	0	1	1	0	1	1	1	K21935
K21936	0	0	0	0	2	1	0	K21936
K21947	14	17	35	40	69	53	39	K21947
